Subscription date;Subscription prices;Product category;Product name;Region;Country;City;Domain name
05/01/2012;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Manchester;Automobile et transport
20/06/2020;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Guadalajara;Services professionnels (conseil, comptabilité, juridique)
30/09/2011;500;Digital Experience Analytics;Journey Analysis;North America;United States;Chicago;Télécommunications
19/01/2022;10000;Product Analytics;Retention Analytics;Europe;Spain;Seville;Automobile et transport
26/10/2021;2000;Digital Experience Analytics;Merchandising;North America;United States;Chicago;Tourisme et voyage
01/05/2009;500;Product Analytics;User Segments;North America;Cuba;Santa Clara;Médias et divertissement
02/07/2020;1000;Digital Experience Monitoring;Error Analysis;Asia;Saudi Arabia;Jeddah;Télécommunications
02/07/2015;10000;Digital Experience Analytics;Journey Analysis;Africa;Nigeria;Kaduna;Services professionnels (conseil, comptabilité, juridique)
14/04/2011;10000;Digital Experience Monitoring;Error Analysis;North America;United States;Chicago;Tourisme et voyage
12/07/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Lyon;Médias et divertissement
12/03/2010;500;Product Analytics;Retention Analytics;North America;United States;Phoenix;Santé et soins de santé
26/12/2018;2000;Key Capabilities;Impact Quantification;North America;United States;Chicago;Commerce de détail et e-commerce
14/06/2019;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Cuba;Camagüey;Sports et loisirs
05/01/2012;5000;Product Analytics;User Segments;Europe;Spain;Barcelona;Télécommunications
24/11/2016;10000;Digital Experience Monitoring;Error Analysis;Africa;Egypt;Alexandria;Télécommunications
30/11/2009;500;Digital Experience Monitoring;Speed Analysis;North America;Canada;Calgary;Santé et soins de santé
28/04/2023;10000;Key Capabilities;Impact Quantification;South America;Colombia;Barranquilla;Commerce de détail et e-commerce
09/01/2022;500;Digital Experience Monitoring;Error Analysis;North America;United States;Houston;Télécommunications
30/10/2020;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Sports et loisirs
31/07/2010;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Services professionnels (conseil, comptabilité, juridique)
23/02/2009;1000;Digital Experience Monitoring;Frustration Scoring;Europe;Germany;Hamburg;Télécommunications
24/04/2019;2000;Product Analytics;User Segments;Europe;France;Lyon;Médias et divertissement
20/01/2014;5000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Liverpool;Automobile et transport
18/07/2019;500;Digital Experience Analytics;Journey Analysis;South America;Brazil;São Paulo;Sports et loisirs
16/05/2021;5000;Digital Experience Monitoring;Error Analysis;South America;Chile;Valparaíso;Tourisme et voyage
17/10/2009;500;Digital Experience Analytics;Merchandising;South America;Colombia;Medellín;Automobile et transport
15/03/2016;10000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Argentina;Mendoza;Tourisme et voyage
24/10/2015;5000;Digital Experience Monitoring;Speed Analysis;Europe;France;Paris;Sports et loisirs
09/04/2014;2000;Key Capabilities;Session Replay;Asia;Japan;Sapporo;Automobile et transport
08/12/2023;2000;Digital Experience Monitoring;Frustration Scoring;South America;Brazil;São Paulo;Télécommunications
09/05/2023;500;Product Analytics;Cross-Session;North America;United States;New York City;Médias et divertissement
12/02/2024;1000;Key Capabilities;Mobile App Analytics;Asia;India;Kolkata;Services financiers et bancaires
20/06/2014;2000;Product Analytics;Retention Analytics;Europe;United Kingdom;London;Commerce de détail et e-commerce
25/04/2011;500;Product Analytics;User Segments;North America;United States;Chicago;Médias et divertissement
03/04/2021;2000;Product Analytics;User Segments;North America;United States;New York City;Éducation et formation
14/12/2014;1000;Digital Experience Monitoring;Error Analysis;Europe;Germany;Berlin;Télécommunications
19/03/2023;5000;Key Capabilities;Impact Quantification;North America;United States;New York City;Commerce de détail et e-commerce
28/01/2015;10000;Product Analytics;Cross-Session;Europe;United Kingdom;Liverpool;Médias et divertissement
27/02/2015;500;Digital Experience Analytics;Journey Analysis;Asia;China;Shenzhen;Commerce de détail et e-commerce
10/12/2021;500;Product Analytics;Cross-Session;South America;Brazil;Fortaleza;Services professionnels (conseil, comptabilité, juridique)
12/07/2014;500;Product Analytics;Cross-Session;North America;United States;Houston;Services professionnels (conseil, comptabilité, juridique)
18/12/2015;1000;Product Analytics;User Segments;Asia;China;Guangzhou;Santé et soins de santé
23/10/2008;5000;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Berlin;Services financiers et bancaires
05/07/2019;5000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Egypt;Alexandria;Services professionnels (conseil, comptabilité, juridique)
08/10/2019;5000;Product Analytics;User Segments;Asia;Japan;Tokyo;Médias et divertissement
18/01/2010;1000;Digital Experience Monitoring;Frustration Scoring;North America;Cuba;Santiago de Cuba;Services financiers et bancaires
09/05/2023;2000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Colombia;Cartagena;Automobile et transport
23/10/2016;500;Digital Experience Analytics;Journey Analysis;Europe;Spain;Zaragoza;Santé et soins de santé
07/02/2017;10000;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Frankfurt;Santé et soins de santé
29/05/2017;2000;Digital Experience Analytics;Journey Analysis;Asia;South Korea;Daegu;Services financiers et bancaires
22/07/2010;1000;Digital Experience Monitoring;Speed Analysis;Europe;United Kingdom;Glasgow;Services professionnels (conseil, comptabilité, juridique)
01/07/2022;500;Key Capabilities;Mobile App Analytics;South America;Colombia;Medellín;Commerce de détail et e-commerce
23/02/2016;5000;Product Analytics;Cross-Session;North America;United States;Los Angeles;Services financiers et bancaires
01/12/2020;5000;Product Analytics;User Segments;North America;United States;New York City;Médias et divertissement
05/02/2013;500;Product Analytics;Cross-Session;Europe;Spain;Seville;Services financiers et bancaires
27/10/2021;500;Key Capabilities;Mobile App Analytics;North America;United States;Houston;Automobile et transport
15/08/2016;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Santé et soins de santé
23/09/2009;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Rome;Automobile et transport
13/11/2017;10000;Digital Experience Analytics;Journey Analysis;North America;Canada;Calgary;Commerce de détail et e-commerce
04/05/2021;500;Product Analytics;Retention Analytics;South America;Argentina;Buenos Aires;Services financiers et bancaires
14/10/2014;500;Key Capabilities;Session Replay;North America;Mexico;Monterrey;Services financiers et bancaires
19/06/2016;10000;Digital Experience Analytics;Merchandising;North America;Canada;Ottawa;Automobile et transport
08/11/2020;500;Product Analytics;User Segments;Europe;Germany;Hamburg;Commerce de détail et e-commerce
28/12/2017;500;Digital Experience Analytics;Merchandising;Asia;Japan;Osaka;Automobile et transport
10/04/2011;5000;Digital Experience Analytics;Journey Analysis;North America;Canada;Montreal;Santé et soins de santé
25/12/2018;10000;Digital Experience Analytics;Journey Analysis;Asia;Japan;Yokohama;Télécommunications
09/01/2020;10000;Product Analytics;User Segments;Europe;Spain;Zaragoza;Services financiers et bancaires
22/06/2020;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Sports et loisirs
07/12/2018;2000;Key Capabilities;Impact Quantification;Asia;Japan;Yokohama;Santé et soins de santé
26/02/2020;1000;Product Analytics;Cross-Session;North America;Mexico;Tijuana;Télécommunications
08/09/2020;500;Digital Experience Analytics;Journey Analysis;North America;United States;Houston;Services financiers et bancaires
31/07/2010;5000;Key Capabilities;Mobile App Analytics;South America;Brazil;Salvador;Médias et divertissement
31/01/2011;1000;Digital Experience Analytics;Journey Analysis;Europe;Spain;Valencia;Tourisme et voyage
10/03/2021;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Nice;Services financiers et bancaires
31/01/2010;500;Product Analytics;User Segments;Asia;South Korea;Seoul;Médias et divertissement
07/10/2016;5000;Digital Experience Monitoring;Speed Analysis;North America;Canada;Vancouver;Commerce de détail et e-commerce
13/12/2010;1000;Product Analytics;User Segments;Europe;Germany;Munich;Santé et soins de santé
12/11/2015;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Daegu;Commerce de détail et e-commerce
27/12/2009;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Médias et divertissement
02/08/2021;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Madrid;Santé et soins de santé
24/06/2011;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Santé et soins de santé
27/11/2013;5000;Key Capabilities;Session Replay;South America;Colombia;Medellín;Médias et divertissement
19/12/2010;2000;Digital Experience Analytics;Journey Analysis;Europe;France;Nice;Services professionnels (conseil, comptabilité, juridique)
11/12/2008;1000;Product Analytics;Retention Analytics;North America;United States;New York City;Services professionnels (conseil, comptabilité, juridique)
15/07/2021;1000;Digital Experience Monitoring;Frustration Scoring;South America;Peru;Chiclayo;Éducation et formation
16/08/2019;500;Digital Experience Analytics;Journey Analysis;North America;Canada;Ottawa;Santé et soins de santé
23/04/2014;1000;Key Capabilities;Impact Quantification;South America;Peru;Trujillo;Médias et divertissement
27/10/2016;500;Digital Experience Monitoring;Speed Analysis;North America;United States;New York City;Tourisme et voyage
25/02/2017;10000;Product Analytics;User Segments;Europe;Germany;Hamburg;Médias et divertissement
12/10/2013;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Médias et divertissement
26/06/2009;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Automobile et transport
12/01/2020;5000;Key Capabilities;Mobile App Analytics;South America;Colombia;Medellín;Services professionnels (conseil, comptabilité, juridique)
29/03/2023;1000;Digital Experience Monitoring;Frustration Scoring;North America;Canada;Calgary;Médias et divertissement
19/10/2020;10000;Digital Experience Monitoring;Speed Analysis;Europe;France;Paris;Santé et soins de santé
22/10/2019;2000;Product Analytics;User Segments;Asia;South Korea;Daejeon;Sports et loisirs
14/05/2019;1000;Digital Experience Analytics;Journey Analysis;North America;United States;New York City;Médias et divertissement
21/10/2012;2000;Product Analytics;User Segments;Europe;Italy;Milan;Services financiers et bancaires
30/01/2011;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Commerce de détail et e-commerce
07/03/2016;1000;Key Capabilities;Impact Quantification;Africa;South Africa;Cape Town;Éducation et formation
31/01/2021;10000;Product Analytics;Cross-Session;Asia;India;Chennai;Sports et loisirs
27/03/2022;10000;Key Capabilities;Mobile App Analytics;Asia;China;Chengdu;Commerce de détail et e-commerce
15/11/2021;500;Product Analytics;User Segments;Europe;Italy;Milan;Médias et divertissement
05/02/2019;10000;Digital Experience Monitoring;Speed Analysis;South America;Argentina;La Plata;Services professionnels (conseil, comptabilité, juridique)
11/11/2013;500;Product Analytics;User Segments;Africa;Nigeria;Kano;Services professionnels (conseil, comptabilité, juridique)
08/07/2010;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;Bangalore;Éducation et formation
23/05/2023;500;Digital Experience Monitoring;Frustration Scoring;North America;Canada;Ottawa;Éducation et formation
30/08/2008;5000;Product Analytics;User Segments;North America;United States;Los Angeles;Sports et loisirs
27/07/2021;500;Digital Experience Analytics;Journey Analysis;Africa;South Africa;Port Elizabeth;Santé et soins de santé
24/11/2016;1000;Digital Experience Monitoring;Speed Analysis;North America;Canada;Ottawa;Médias et divertissement
20/12/2010;500;Digital Experience Analytics;Journey Analysis;Asia;China;Shenzhen;Commerce de détail et e-commerce
21/09/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Brazil;Salvador;Éducation et formation
11/07/2012;1000;Product Analytics;User Segments;North America;United States;New York City;Éducation et formation
15/12/2022;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Services financiers et bancaires
15/07/2022;1000;Product Analytics;Cross-Session;South America;Argentina;La Plata;Services financiers et bancaires
19/11/2023;500;Product Analytics;User Segments;Europe;Spain;Madrid;Services professionnels (conseil, comptabilité, juridique)
27/09/2020;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Seville;Éducation et formation
01/08/2011;500;Product Analytics;User Segments;Africa;Egypt;Alexandria;Tourisme et voyage
05/06/2021;1000;Product Analytics;Cross-Session;North America;Canada;Calgary;Services professionnels (conseil, comptabilité, juridique)
02/10/2017;500;Digital Experience Analytics;Merchandising;Asia;Saudi Arabia;Dammam;Commerce de détail et e-commerce
14/11/2016;2000;Digital Experience Analytics;Journey Analysis;North America;United States;Houston;Médias et divertissement
24/10/2023;1000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Seville;Médias et divertissement
14/03/2021;10000;Key Capabilities;Mobile App Analytics;Europe;Italy;Milan;Services financiers et bancaires
